5141.EFNCRP00000007282	GO:0004476,GO:0031505
9606.ENSP00000313432	GO:0005782,GO:0007588,GO:0008465,GO:0016618,GO:0030267,GO:0034641,GO:0042803,GO:0046487,GO:0051259,GO:0051287,GO:0070402
7955.ENSDARP00000032834	GO:0008131,GO:0042402
4932.YJR010W	GO:0000096,GO:0004781,GO:0019379
3702.AT5G22250.1	GO:0000289,GO:0008408,GO:0042742
416870.llmg_1270	GO:0009037
9606.ENSP00000165524	GO:0005179,GO:0005576
4932.YDL122W	GO:0004843,GO:0005783,GO:0016579
9606.ENSP00000320924	GO:0005829,GO:0038096,GO:0045087
10116.ENSRNOP00000052160	GO:0003723,GO:0016070
9606.ENSP00000361548	GO:0004888,GO:0005887,GO:0008283,GO:0030168
10116.ENSRNOP00000052164	GO:0000703,GO:0006284,GO:0017065
511145.b1238	GO:0004797,GO:0006259
7227.FBpp0290601	GO:0000922,GO:0005654,GO:0005737,GO:0005876,GO:0007052,GO:0007059,GO:0008017,GO:0043148,GO:0051382,GO:0051642
10090.ENSMUSP00000061408	GO:0048663
10116.ENSRNOP00000007481	GO:0008527
7227.FBpp0290602	GO:0000122,GO:0000785,GO:0003677,GO:0005700,GO:0007307,GO:0008340,GO:0030317,GO:0031523
4896.SPBC8D2.09c.1	GO:0005829
4896.SPBC15D4.07c.1	GO:0006995
316407.85676174	GO:0000287,GO:0008877,GO:0030145
10116.ENSRNOP00000000599	GO:0005829,GO:0010738,GO:0051344
4932.YCL030C	GO:0000105,GO:0004399,GO:0004635,GO:0004636
316407.85676172	GO:0006399,GO:0051500
7955.ENSDARP00000010952	GO:0007528,GO:0021522,GO:0048666
9606.ENSP00000472369	GO:0005309,GO:0005886,GO:0006600,GO:0006936,GO:0016021,GO:0034641
316407.85676179	GO:0050089
6239.F02A9.4a	GO:0005737
10090.ENSMUSP00000037406	GO:0015631,GO:0018095
5141.EFNCRP00000006597	GO:0004766,GO:0008295
9606.ENSP00000377262	GO:0000245,GO:0000287,GO:0004674,GO:0005524,GO:0005730,GO:0005737,GO:0007243,GO:0008284,GO:0045070,GO:0045071,GO:0045087,GO:0048024
9606.ENSP00000383840	GO:0005829,GO:0009235
10090.ENSMUSP00000069850	GO:0000790,GO:0001077,GO:0001892,GO:0003705,GO:0005654,GO:0005737,GO:0030182,GO:0032496,GO:0033598,GO:0042803,GO:0043524,GO:0043565,GO:0045408,GO:0045669,GO:0045892,GO:0046982,GO:0050873,GO:0060644,GO:0071230
10090.ENSMUSP00000041627	GO:0004842,GO:0030217,GO:0030324,GO:0043161,GO:0045892
10090.ENSMUSP00000037408	GO:0005102,GO:0032098,GO:0042595
4932.YKL154W	GO:0005047,GO:0005525,GO:0005785,GO:0006614,GO:0030176
9606.ENSP00000306670	GO:0030515
10116.ENSRNOP00000041821	GO:0003746
4896.SPAC22A12.14c.1	GO:0005829
7227.FBpp0112985	GO:0005838,GO:0043161,GO:0046331
7955.ENSDARP00000072984	GO:0007417,GO:0042127
3702.AT4G31010.1	GO:0000373,GO:0005739,GO:0009793,GO:0097031,GO:0097034
10116.ENSRNOP00000053411	GO:0001642,GO:0005791,GO:0005794,GO:0007611,GO:0009986,GO:0014050,GO:0016595,GO:0032279,GO:0042734,GO:0042803,GO:0043025,GO:0043195,GO:0043198,GO:0043234,GO:0045211,GO:0048786
9913.ENSBTAP00000005126	GO:0010595
224308.Bsubs1_010100003793	GO:0004143
4932.YBR136W	GO:0000722,GO:0004672,GO:0005634,GO:0006260,GO:0006975,GO:0007131,GO:0016572
511145.b4352	GO:0003924,GO:0006974,GO:0042802,GO:0046914
10090.ENSMUSP00000024657	GO:0007399,GO:0071564
3702.AT4G37610.1	GO:0005516,GO:0005737,GO:0006355,GO:0009409,GO:0009733,GO:0009751,GO:0010200,GO:0042542
9606.ENSP00000429200	GO:0044281
9606.ENSP00000244174	GO:0004919,GO:0005615,GO:0005887,GO:0008283
4932.YNL190W	GO:0009277,GO:0042631
4932.YLR445W	GO:0007126,GO:0070193
10090.ENSMUSP00000019109	GO:0003779,GO:0005829,GO:0006886,GO:0014704,GO:0019904,GO:0030659,GO:0050774
4896.SPBC1773.06c.1	GO:0005829,GO:0006066
10116.ENSRNOP00000000621	GO:0005524
10090.ENSMUSP00000025388	GO:0004322,GO:0005506,GO:0005739,GO:0006879
10090.ENSMUSP00000025385	GO:0000038,GO:0005739,GO:0005777,GO:0006635,GO:0060009
6239.C02F5.4	GO:0031124
10090.ENSMUSP00000025381	GO:0004867,GO:0010751,GO:0050732,GO:0060046,GO:0090281,GO:1900004,GO:2001256
10116.ENSRNOP00000038327	GO:0005861,GO:0006937,GO:0031014,GO:0031444
3702.AT5G10870.1	GO:0004106,GO:0009073
511145.b2528	GO:0008198,GO:0016226,GO:0034986,GO:0051537
7227.FBpp0084955	GO:0007143,GO:0007294,GO:0008298,GO:0009949,GO:0009951,GO:0030717,GO:0045003
10116.ENSRNOP00000042556	GO:0000139,GO:0016324,GO:0042493,GO:0051384
3702.AT5G49990.1	GO:0009506
9606.ENSP00000318486	GO:0000079,GO:0004672,GO:0005829,GO:0008283,GO:0018105,GO:0018107,GO:0043539,GO:0045892,GO:0048471
9606.ENSP00000364464	GO:0004177,GO:0006508,GO:0008237
7227.FBpp0075003	GO:0007218
3702.AT5G23740.1	GO:0016020
316385.ECDH10B_1378	GO:0000162,GO:0004048,GO:0004049
316385.ECDH10B_1379	GO:0000162,GO:0004049
10090.ENSMUSP00000018274	GO:0004672,GO:0005654,GO:0005829,GO:0032436,GO:0032922,GO:0042752
10090.ENSMUSP00000123563	GO:0005739
4896.SPBC29A10.05.1	GO:0000706,GO:0000723,GO:0003690,GO:0005634,GO:0005819,GO:0006298,GO:0006312,GO:0008409,GO:0043570
316385.ECDH10B_1376	GO:0004834,GO:0005737,GO:0030170
316385.ECDH10B_1377	GO:0000162,GO:0004425,GO:0004640
9606.ENSP00000272224	GO:0010862,GO:0030509,GO:0032924,GO:0045893,GO:0060389
316385.ECDH10B_1375	GO:0000162,GO:0005737,GO:0016829
9913.ENSBTAP00000019738	GO:0003735,GO:0005762,GO:0006412
4932.YDR368W	GO:0004032,GO:0004090,GO:0019568,GO:0034599,GO:0042843
4932.YJL191W	GO:0000028,GO:0000462,GO:0003735,GO:0022627,GO:0032040,GO:0070181
3702.AT4G27700.1	GO:0009535,GO:0009941
10090.ENSMUSP00000046074	GO:0005886,GO:0015179
4932.YGR060W	GO:0000254,GO:0005789,GO:0005886,GO:0006696
9606.ENSP00000269195	GO:0000139,GO:0004653,GO:0016266,GO:0018242,GO:0018243,GO:0030145,GO:0043687,GO:0048471
3702.AT4G21770.1	GO:0009982
10090.ENSMUSP00000036755	GO:0019898
39947.LOC_Osp1g00450.1	GO:0009536
9606.ENSP00000225719	GO:0004185,GO:0016020
10090.ENSMUSP00000025523	GO:0005011,GO:0005886,GO:0007169,GO:0008284,GO:0008360,GO:0009986,GO:0019955,GO:0030316,GO:0030335,GO:0031529,GO:0042517,GO:0043235,GO:0046488,GO:0046777,GO:0048015,GO:0070374,GO:0071902,GO:2000249
10090.ENSMUSP00000025522	GO:0001701,GO:0001894,GO:0006807,GO:0014068,GO:0014911,GO:0030325,GO:0032956,GO:0035441,GO:0035793,GO:0035909,GO:0043406,GO:0045840,GO:0046777,GO:0048407,GO:0048568,GO:0048661,GO:0048705,GO:0048745,GO:0050730,GO:0050921,GO:0055003,GO:0060947,GO:0060981,GO:0061298,GO:0070374,GO:0071670,GO:0072262,GO:0072277,GO:0090280,GO:2000379,GO:2000573
10090.ENSMUSP00000021860	GO:0031666
4932.YGL255W	GO:0000006,GO:0005887,GO:0006830
511145.b3251	GO:0005856,GO:0008360,GO:0051782,GO:0051983
10090.ENSMUSP00000021864	GO:0005783
9606.ENSP00000237837	GO:0005615,GO:0007173,GO:0008286,GO:0008543,GO:0010966,GO:0010980,GO:0030502,GO:0038095,GO:0042369,GO:0045087,GO:0045668,GO:0048011,GO:0048015,GO:0055062
10141.ENSCPOP00000014870	GO:0004995,GO:0005887
10090.ENSMUSP00000028928	GO:0000122,GO:0001658,GO:0005634
10116.ENSRNOP00000027246	GO:0003735
10090.ENSMUSP00000028926	GO:0010807,GO:0019905,GO:0035249,GO:0035494,GO:0070044
44689.DDB0214908	GO:0031932
9606.ENSP00000229402	GO:0004888,GO:0005886,GO:0007166,GO:0030246
10090.ENSMUSP00000028921	GO:0007017,GO:0007283,GO:0016049,GO:0016070
316407.1799937	GO:0016226,GO:0051537,GO:0051539
316407.1799936	GO:0008198,GO:0016226,GO:0034986,GO:0051537
10090.ENSMUSP00000034453	GO:0005865,GO:0048741
162425.CADANIAP00003554	GO:0035690
9606.ENSP00000308708	GO:0007275
100226.SCO7700	GO:0010333,GO:0042214
100226.SCO7701	GO:0008169,GO:0008757,GO:0042214
7227.FBpp0088574	GO:0005634,GO:0007283,GO:0007312,GO:0007317,GO:0008104,GO:0010529,GO:0010586,GO:0016325,GO:0030718,GO:0031023,GO:0031047,GO:0034587,GO:0043186,GO:0043565,GO:0044212,GO:0045892,GO:0048471,GO:0048600,GO:0060964
9606.ENSP00000348216	GO:0005737,GO:0005886,GO:0070206
9606.ENSP00000005558	GO:0007518
9606.ENSP00000324124	GO:0000398,GO:0003899,GO:0005665,GO:0005829,GO:0006283,GO:0006356,GO:0006367,GO:0006368,GO:0006370,GO:0006385,GO:0006386,GO:0016032,GO:0032481,GO:0045087,GO:0050434
10090.ENSMUSP00000126422	GO:0009897
10116.ENSRNOP00000025460	GO:0016324,GO:0030667,GO:0031045,GO:0032024,GO:0048471,GO:0051018
4932.YMR283C	GO:0016763,GO:0019988
5141.EFNCRP00000001894	GO:0005739
10090.ENSMUSP00000032127	GO:0005615,GO:0050680
10090.ENSMUSP00000032125	GO:0007512,GO:0010614,GO:0010628,GO:0010862,GO:0055009,GO:0055010,GO:0055015,GO:0060038,GO:0060045,GO:0060347,GO:0060389,GO:2000138
9606.ENSP00000219334	GO:0005886,GO:0006685,GO:0006687
10090.ENSMUSP00000032122	GO:0048265,GO:0071944
4932.YBL023C	GO:0000727,GO:0003682,GO:0003688,GO:0005656,GO:0005737,GO:0006267,GO:0006271,GO:0031261,GO:0031298,GO:0032508,GO:0042555,GO:1902450
10090.ENSMUSP00000115672	GO:0005737,GO:0043066,GO:0045600,GO:0045944
10090.ENSMUSP00000032129	GO:0008083,GO:0008284,GO:0030141
9606.ENSP00000360891	GO:0005783,GO:0005829,GO:0008637,GO:0009615,GO:0032091,GO:0043065,GO:0060337
4932.YJL035C	GO:0006400,GO:0008251
4932.YDR168W	GO:0000161,GO:0030474,GO:0032872,GO:0050821,GO:0051082,GO:0051726
3702.AT1G44446.1	GO:0009706,GO:0010277,GO:0015995,GO:0042651
7227.FBpp0073445	GO:0005615,GO:0005783,GO:0005811,GO:0005875,GO:0016246,GO:0030431,GO:0051298
4896.SPAC30C2.06c.1	GO:0005829
9606.ENSP00000353030	GO:0005001,GO:0005887,GO:0007155,GO:0007185
9606.ENSP00000342008	GO:0005886
6239.D2096.6	GO:0030968
5141.EFNCRP00000006197	GO:0000281,GO:0003779,GO:0005200,GO:0005730,GO:0005829,GO:0007411,GO:0008091,GO:0043001,GO:0071709,GO:0072661
4932.YDR033W	GO:0005886
4932.YJR117W	GO:0004222,GO:0005637,GO:0007323,GO:0030176,GO:0071586
4896.SPAC1805.02c.1	GO:0005634,GO:0005829
10116.ENSRNOP00000045029	GO:0007584,GO:0014070,GO:0032496,GO:0032526,GO:0042493,GO:0043231,GO:0043434,GO:0045471
9606.ENSP00000258739	GO:0005046,GO:0005783,GO:0005794,GO:0006886,GO:0016021
511145.b1444	GO:0009447,GO:0019145,GO:0033737,GO:0042802
9031.ENSGALP00000006415	GO:0005829
224308.Bsubs1_010100022111	GO:0007059,GO:0043590,GO:0045881
4896.SPAP8A3.10.1	GO:0005634,GO:0005829
190485.XCC2249	GO:0043857
9606.ENSP00000470131	GO:0005886,GO:0007026,GO:0008352,GO:0031117
4896.SPBC12D12.08c.1	GO:0005634,GO:0005829,GO:0007346,GO:0019005,GO:0031386,GO:0045116
9606.ENSP00000386049	GO:0003682
9606.ENSP00000351520	GO:0006256,GO:0030173,GO:0045134
3702.AT4G39800.1	GO:0004512,GO:0005737,GO:0006021,GO:0006659,GO:0009793,GO:0010264
4932.YOR159C	GO:0000398,GO:0005682,GO:0005685,GO:0046540,GO:0071004
9606.ENSP00000374467	GO:0005524,GO:0006112,GO:0007268,GO:0008076,GO:0008281,GO:0015079,GO:0050796
3702.AT1G80580.1	GO:0009873
9606.ENSP00000387435	GO:0005102,GO:0007165,GO:0007405,GO:0007411
3702.AT1G68010.2	GO:0008465,GO:0009854,GO:0042631,GO:0071482
9606.ENSP00000417229	GO:0000049,GO:0003743,GO:0005850,GO:0006417,GO:0042255,GO:0043022
9606.ENSP00000386110	GO:0006968
4932.YNL259C	GO:0005829,GO:0006825,GO:0006879,GO:0016531,GO:0034599
10090.ENSMUSP00000063986	GO:0002282,GO:0004896,GO:0016525,GO:0019221,GO:0021795,GO:0048246,GO:2001240
3702.AT4G32010.1	GO:0010030,GO:2000034
273063.ST0480	GO:0043958
9606.ENSP00000344547	GO:0005634,GO:0005737,GO:0006351
7955.ENSDARP00000076240	GO:0005789,GO:1900176
3702.AT1G51140.1	GO:0048573
3702.AT2G41860.1	GO:0005737
7227.FBpp0070933	GO:0000184,GO:0007274,GO:0048489,GO:0050808
10090.ENSMUSP00000035472	GO:0005886,GO:0014717
4932.YJL100W	GO:0000329,GO:0004430,GO:0005886
4896.SPAC17H9.09c.1	GO:0000281,GO:0000750,GO:0000751,GO:0000935,GO:0002134,GO:0002135,GO:0003924,GO:0005525,GO:0005634,GO:0005829,GO:0005886,GO:0006995,GO:0007051,GO:0007329,GO:0009272,GO:0010514,GO:0019003,GO:0030437,GO:0032153,GO:0032488,GO:0043161,GO:0071521,GO:0071963,GO:0072659,GO:0090028,GO:1900182
3702.AT1G77130.1	GO:0005768,GO:0005794,GO:0005802,GO:0009834,GO:0015020,GO:0045492
10090.ENSMUSP00000050047	GO:0003700,GO:0005634,GO:0051726,GO:0072332,GO:1990086
9606.ENSP00000386385	GO:0005778
10090.ENSMUSP00000115090	GO:0005739
3702.AT5G55730.1	GO:0005618,GO:0046658,GO:0048364,GO:0048367
4896.SPCC24B10.11c.1	GO:0005634,GO:0005829
10116.ENSRNOP00000011219	GO:0005730,GO:0005925,GO:0007254,GO:0009612,GO:0009749,GO:0010243,GO:0014704,GO:0014911,GO:0016323,GO:0016324,GO:0016604,GO:0030307,GO:0030336,GO:0030644,GO:0032355,GO:0042383,GO:0042493,GO:0043066,GO:0045444,GO:0045785,GO:0045909,GO:0046685,GO:0048661,GO:0050766,GO:0050806,GO:0060252
4932.YLL026W	GO:0001319,GO:0005524,GO:0005634,GO:0034975,GO:0042623,GO:0043335,GO:0043531,GO:0051082,GO:0051087,GO:0070370,GO:0070389,GO:0070414,GO:0072380
4932.YLR447C	GO:0000220,GO:0000329,GO:0007034,GO:0007035,GO:0046961
7955.ENSDARP00000099958	GO:0007420
9606.ENSP00000348564	GO:0005634,GO:0005737,GO:0008156,GO:0031497
4896.SPBC409.15.1	GO:0005634,GO:0005829
4932.YGL079W	GO:0007032,GO:0031083,GO:0032880
9913.ENSBTAP00000010928	GO:0003755,GO:0005829
3702.AT1G29390.1	GO:0009535,GO:0009631,GO:0031357,GO:0070417
3702.AT5G06310.1	GO:0016233,GO:0043047
572477.Alvin_1253	GO:0019417
10090.ENSMUSP00000023165	GO:0000123,GO:0000790,GO:0000940,GO:0003677,GO:0003682,GO:0005667,GO:0030718,GO:0045944,GO:0051091
9606.ENSP00000469441	GO:0005737
9606.ENSP00000469442	GO:0004143,GO:0005886,GO:0006979,GO:0030168,GO:0035556,GO:0046339
39947.LOC_Os02g48140.1	GO:0009408
3702.AT5G39500.1	GO:0005794,GO:0006890,GO:0006897,GO:0080119
3702.AT5G28900.1	GO:0005634,GO:0005737
7227.FBpp0072470	GO:0000302,GO:0004930,GO:0008340,GO:0009408,GO:0016021,GO:0016079,GO:0042594
4932.YDR540C	GO:0006312
4932.YBR286W	GO:0000324,GO:0004177,GO:0007039
10090.ENSMUSP00000131111	GO:0016628,GO:0019290,GO:0055072
4896.SPCC1919.11.1	GO:0005634,GO:0005829,GO:0007126,GO:0032153
9606.ENSP00000468971	GO:0003779,GO:0005640,GO:0005783,GO:0006936,GO:0007077,GO:0007084,GO:0007517,GO:0035414,GO:0046827,GO:0048147,GO:0048487,GO:0060828,GO:0071363
4896.SPAC13G7.03.1	GO:0005730
3702.AT2G36990.1	GO:0001053,GO:0009507,GO:0045893,GO:0071483,GO:0090351
4896.SPCC777.04.1	GO:0005783,GO:0005794
9606.ENSP00000254853	GO:0005887,GO:0032217
4932.YDR530C	GO:0008796,GO:0009164
9606.ENSP00000318227	GO:0016567,GO:0080008
79929.MTBMA_c11690	GO:0018537
3702.AT5G67330.1	GO:0005774,GO:0006828,GO:0006879,GO:0009624,GO:0010039,GO:0042742,GO:2000379
6239.F18A11.1.2	GO:0007281,GO:0008285
39947.LOC_Os10g25310.1	GO:0070417
10090.ENSMUSP00000023295	GO:0007339,GO:0007341,GO:0043159
10090.ENSMUSP00000023294	GO:0005525,GO:0007338,GO:0030317,GO:0030990,GO:0042384,GO:0097225
4932.YBR183W	GO:0005783,GO:0046513,GO:0046514,GO:0050291,GO:0070774
10116.ENSRNOP00000060474	GO:0030282
10090.ENSMUSP00000023291	GO:0001662,GO:0007254,GO:0007617,GO:0035176,GO:0043025,GO:0046958,GO:0048813,GO:0051966,GO:0060079,GO:0097481,GO:2000310,GO:2000311
4896.SPBC1709.11c.1	GO:0005829,GO:0032221,GO:0033698,GO:0070210
4932.YNL124W	GO:0000493,GO:0003723,GO:0005654
9606.ENSP00000259371	GO:0000122,GO:0000185,GO:0006927,GO:0007257,GO:0008625,GO:0010596,GO:0010719,GO:0014067,GO:0016525,GO:0017124,GO:0030139,GO:0030948,GO:0032088,GO:0032266,GO:0032403,GO:0034144,GO:0034261,GO:0035148,GO:0035591,GO:0035924,GO:0036312,GO:0043065,GO:0043124,GO:0043254,GO:0043407,GO:0043553,GO:0044257,GO:0045944,GO:0046330,GO:0046580,GO:0050680,GO:0051721,GO:0070273,GO:0070317,GO:0070373,GO:0071158,GO:0071222,GO:0071347,GO:0071356,GO:0071889,GO:0072577,GO:0090090,GO:1901800,GO:2000599,GO:2001235
284593.XP_449656.1	GO:0004310,GO:0006696,GO:0051996
9606.ENSP00000333097	GO:0005667
9606.ENSP00000376176	GO:0003682,GO:0003924,GO:0005525,GO:0005654,GO:0005829,GO:0006259,GO:0007052,GO:0007067,GO:0010467,GO:0032092,GO:0075733
7227.FBpp0071063	GO:0005634,GO:0006974,GO:0017109,GO:0048471
10116.ENSRNOP00000016291	GO:0005172,GO:0008013,GO:0016050,GO:0016337,GO:0016477,GO:0030139,GO:0031252,GO:0043161,GO:0043234,GO:0048259,GO:0048471
10116.ENSRNOP00000016292	GO:0006890,GO:0006891,GO:0030126
9606.ENSP00000302851	GO:0005887,GO:0006139,GO:0008520,GO:0009636,GO:0015205,GO:0016324,GO:0019852,GO:0033300,GO:0043229,GO:0070890,GO:0070904
9606.ENSP00000374135	GO:0006898,GO:0015031
9606.ENSP00000340330	GO:0000122,GO:0003713,GO:0004402,GO:0005730,GO:0006302,GO:0006978,GO:0010212,GO:0032703,GO:0032777,GO:0043161,GO:0045893
7227.FBpp0071061	GO:0003344,GO:0004872,GO:0006930,GO:0007015,GO:0007157,GO:0007298,GO:0007377,GO:0007391,GO:0007411,GO:0007417,GO:0007426,GO:0007427,GO:0007431,GO:0007494,GO:0007508,GO:0007608,GO:0008305,GO:0008340,GO:0008360,GO:0009925,GO:0016203,GO:0016328,GO:0016339,GO:0030336,GO:0030718,GO:0031252,GO:0035001,GO:0035099,GO:0035160,GO:0048803,GO:0050839,GO:0051492
9606.ENSP00000448059	GO:0004505,GO:0005829,GO:0006559,GO:0008652,GO:0034641
9606.ENSP00000335074	GO:0000187,GO:0001937,GO:0005615,GO:0005788,GO:0008154,GO:0009755,GO:0016358,GO:0030252,GO:0030296,GO:0030424,GO:0032691,GO:0034774,GO:0040018,GO:0042322,GO:0042536,GO:0043066,GO:0043627,GO:0044267,GO:0045409,GO:0046010,GO:0046697,GO:0050728,GO:0051461,GO:0051464,GO:0051965,GO:0060124,GO:0060399
4896.SPBC409.07c.1	GO:0005634,GO:0005829,GO:0010389,GO:0036283,GO:0043555,GO:0046685,GO:0051403,GO:0051519,GO:0070301,GO:0071470,GO:0071849,GO:1900528
9606.ENSP00000254584	GO:0001726,GO:0005525,GO:0005886,GO:0005938,GO:0006928,GO:0007264,GO:0030032,GO:0030036,GO:0030742,GO:0031529,GO:0048365
9606.ENSP00000380602	GO:0007158,GO:0007411,GO:0007413,GO:0045665,GO:0048167
10116.ENSRNOP00000022364	GO:0004977,GO:0042562
10116.ENSRNOP00000022363	GO:0005886,GO:0006915,GO:0007265,GO:0035176,GO:0045740,GO:0046579,GO:0051291,GO:0070374
4896.SPAC29A4.14c.1	GO:0005634,GO:0005829
10090.ENSMUSP00000079395	GO:0001843,GO:0005634,GO:0005667,GO:0005737,GO:0006357,GO:0006366,GO:0033599,GO:0048706
4932.YPL125W	GO:0005643,GO:0005737,GO:0008565,GO:0017056,GO:0042991
9606.ENSP00000250405	GO:0007283,GO:0043066
4932.YBR130C	GO:0003729,GO:0005934,GO:0007533,GO:0008298,GO:0048309
9606.ENSP00000269856	GO:0050728
4896.SPBC1734.08.1	GO:0005634,GO:0005794,GO:0005829,GO:0006900,GO:0031321,GO:0033565,GO:0043328
985002.SAMSHR1132_09050	GO:0001896,GO:1900192
3702.AT2G47970.1	GO:0005829
10090.ENSMUSP00000057065	GO:0007229,GO:0043313
4932.YDR265W	GO:0004842,GO:0005778,GO:0016558
10090.ENSMUSP00000057062	GO:0000164,GO:0004722,GO:0006446,GO:0006983,GO:0042542,GO:0045182
10090.ENSMUSP00000057061	GO:0005739
9606.ENSP00000261819	GO:0000086,GO:0000090,GO:0004842,GO:0005654,GO:0005680,GO:0005829,GO:0007094,GO:0031145,GO:0051436,GO:0051437,GO:0070979
10090.ENSMUSP00000023832	GO:0004341,GO:0005634,GO:0005737,GO:0019853
10090.ENSMUSP00000023830	GO:0032367,GO:0055092
9606.ENSP00000333547	GO:0003924,GO:0005525,GO:0019003,GO:0044070,GO:0045054,GO:0045335,GO:0071468,GO:1990126,GO:2000008
10090.ENSMUSP00000023836	GO:0000122,GO:0005634,GO:0045944,GO:0048471
10090.ENSMUSP00000023835	GO:0016324
9606.ENSP00000366522	GO:0005829,GO:0007264,GO:0007411,GO:0051056
9606.ENSP00000347646	GO:0045165
3702.AT3G52940.1	GO:0050613
9606.ENSP00000358565	GO:0000139,GO:0005456,GO:0005887,GO:0005975,GO:0006464
4932.YNL244C	GO:0001731,GO:0003743,GO:0031369,GO:0043024,GO:0043614,GO:1990145
9606.ENSP00000209884	GO:0004842,GO:0005794,GO:0007010,GO:0009986,GO:0015629,GO:0016605,GO:0019964,GO:0031463,GO:0035455,GO:0043066,GO:0043161
3702.AT2G35630.1	GO:0005819,GO:0005874,GO:0008017,GO:0009506,GO:0009524,GO:0009574,GO:0009920,GO:0030981
5141.EFNCRP00000009564	GO:0006695,GO:0015106,GO:0030301,GO:0048240,GO:0051454,GO:0060081,GO:0071320
7955.ENSDARP00000109517	GO:0003407,GO:0007096,GO:0045664
10116.ENSRNOP00000047532	GO:0045028
10116.ENSRNOP00000015017	GO:0030351,GO:0030352
10116.ENSRNOP00000050938	GO:0016477
10090.ENSMUSP00000028118	GO:0001772,GO:0004697,GO:0005737,GO:0006509,GO:0032740,GO:0032753,GO:0035556,GO:0042102,GO:0045086,GO:0051092,GO:0090330,GO:2000318,GO:2000570
7227.FBpp0074131	GO:0004872,GO:0007157,GO:0007298,GO:0007411,GO:0007414,GO:0007426,GO:0007427,GO:0007435,GO:0007494,GO:0007608,GO:0008360,GO:0016203,GO:0030239,GO:0035099,GO:0035160,GO:0042383,GO:0045185,GO:0050839,GO:0051492
10090.ENSMUSP00000084918	GO:0002072,GO:0004028,GO:0042493,GO:0042572,GO:0042904,GO:0043065
9913.ENSBTAP00000002852	GO:0006979
10090.ENSMUSP00000028111	GO:0004911,GO:0006924,GO:0007219,GO:0009897,GO:0042104,GO:0042130,GO:0046013,GO:0050728
3702.AT2G44510.1	GO:0005730
10090.ENSMUSP00000084910	GO:0006508,GO:0008236,GO:0030512,GO:0030514
4896.SPCC16C4.20c.1	GO:0005634,GO:0005829
9606.ENSP00000261070	GO:0005507,GO:0005737,GO:0006091,GO:0006825
3702.AT4G39400.1	GO:0004674,GO:0005496,GO:0005768,GO:0005886,GO:0009729,GO:0009742,GO:0009911,GO:0010224,GO:0010268,GO:0010584,GO:0042803,GO:0043234,GO:0048366,GO:0048657,GO:0060548,GO:1900140
9606.ENSP00000347649	GO:0000795,GO:0005730,GO:0007130
10090.ENSMUSP00000005860	GO:0005737,GO:0030424
100226.SCO2546	GO:0000034,GO:0006146
511145.b0146	GO:0003677,GO:0045893
511145.b0147	GO:0008664
3702.AT5G19990.1	GO:0000502,GO:0005634,GO:0005829,GO:0005886
511145.b0141	GO:0007155
4932.YOL069W	GO:0000778,GO:0005200,GO:0005876,GO:0007020,GO:0007059,GO:0031262
511145.b0143	GO:0003723,GO:0004652,GO:0005737,GO:0006276,GO:0006378,GO:0009451
10090.ENSMUSP00000021479	GO:0005869,GO:0007018
10090.ENSMUSP00000060275	GO:0005737
10116.ENSRNOP00000021189	GO:0005829,GO:0005886,GO:0010807,GO:0017075,GO:0019904,GO:0043234,GO:0045921,GO:0047485,GO:0050821
7227.FBpp0303318	GO:0042493,GO:0043005,GO:0043025,GO:0045433,GO:0048512
9606.ENSP00000381216	GO:0000375,GO:0005654,GO:0005829,GO:0006397
10090.ENSMUSP00000015160	GO:0005739
3702.AT4G29360.1	GO:0046658
4896.SPBPB2B2.15.1	GO:0034224,GO:0055069,GO:0071276
4932.YOR119C	GO:0000462,GO:0004672,GO:0005634,GO:0005737,GO:0007096
511145.b1813	GO:0016818
10116.ENSRNOP00000022988	GO:0006744,GO:0042493
511145.b1815	GO:0006974
511145.b1814	GO:0003941,GO:0006565
511145.b1817	GO:0005829,GO:0005887,GO:0009401,GO:0016301,GO:0022870
9606.ENSP00000274276	GO:0002675,GO:0004924,GO:0005900,GO:0008283,GO:0008284
10116.ENSRNOP00000022983	GO:0005518
511145.b1818	GO:0005887,GO:0009401,GO:0022870
3702.AT1G60430.1	GO:0005885,GO:0007015
9606.ENSP00000251303	GO:0000724,GO:0008821,GO:0010792,GO:0017108,GO:0033557
9606.ENSP00000318195	GO:0001525,GO:0003723,GO:0005730,GO:0005938,GO:0030529,GO:0042162
9606.ENSP00000249923	GO:0005829,GO:0006890,GO:0048205
4896.SPBC1683.06c.1	GO:0005634,GO:0005829
9606.ENSP00000302100	GO:0005829,GO:0005886,GO:0007155,GO:0030246
4932.YOL012C	GO:0000790,GO:0003682,GO:0006357,GO:0030466,GO:0070481
3702.AT2G22810.1	GO:0016847,GO:0071281
9606.ENSP00000464034	GO:0005737
511145.b0492	GO:0005829,GO:0015035,GO:0061077
9606.ENSP00000248098	GO:0005737,GO:0005886
10116.ENSRNOP00000064887	GO:0005549
3702.AT3G53280.1	GO:0071281,GO:0071369,GO:0071732
511145.b0497	GO:0010438
511145.b0494	GO:0004622,GO:0008233,GO:0016290,GO:0030288,GO:0042802
44689.DDB0216199	GO:0000281,GO:0005524,GO:0005826,GO:0016905,GO:0018107,GO:0031037
44689.DDB0216197	GO:0004115,GO:0005576,GO:0005886,GO:0006198,GO:0030587,GO:0031000
